id,value,feed_id,created_at,lat,lon,ele
0FF9JDGXCY5BDNRSPNFEXY3SZS,22.597652,2687208,2023-12-06 04:00:33 UTC,,,
0FF9JDNJQ103FTFDK49VVZQ2N7,22.685545,2687208,2023-12-06 04:00:48 UTC,,,
0FF9JDVW78NBN7XGMVKHB9EZ8C,22.773434,2687208,2023-12-06 04:01:09 UTC,,,
0FF9JE42ZBMGYJRDMD9WSRYY89,22.993160,2687208,2023-12-06 04:01:36 UTC,,,
0FF9M9GHZ8GHXT34RBMWT8D0ZK,21.455074,2687208,2023-12-06 05:45:23 UTC,,,
0FF9X44GA8QA3M2HP995ZQ5AY8,22.685545,2687208,2023-12-06 13:59:18 UTC,,,
0FF9X4E21VPW187ATCD23CFG7C,22.729492,2687208,2023-12-06 13:59:50 UTC,,,
0FF9X4JBVMRXVG4MZGTXNJQHM2,22.773434,2687208,2023-12-06 14:00:04 UTC,,,
0FF9X4JZN8RN85FA31Y3F21HAY,22.817379,2687208,2023-12-06 14:00:06 UTC,,,
